Accession	Description	Gene Symbol	Corrected Abundance ratio (1.53)	Log2 Corrected Abundance Ratio	Abundance Ratio Adj. P-Value: (127. T3 Tc WT) / (126. T0 WT)	LOG10 Adj.P-val
P0A717	Ribose-phosphate pyrophosphokinase OS=Escherichia coli (strain K12) OX=83333 GN=prs PE=1 SV=2	prs	0.758169935	-0.399406848	1	0
P0AB91	Phospho-2-dehydro-3-deoxyheptonate aldolase. Phe-sensitive OS=Escherichia coli (strain K12) OX=83333 GN=aroG PE=1 SV=1	aroG	0.758169935	-0.399406848	0.818999259	0.086716491
P0A6W5	Transcription elongation factor GreA OS=Escherichia coli (strain K12) OX=83333 GN=greA PE=1 SV=1	greA	0.758169935	-0.399406848	1	0
P0A9S1	Lactaldehyde reductase OS=Escherichia coli (strain K12) OX=83333 GN=fucO PE=1 SV=2	fucO	0.758169935	-0.399406848	1	0
P0A8G6	NAD(P)H dehydrogenase (quinone) OS=Escherichia coli (strain K12) OX=83333 GN=wrbA PE=1 SV=2	wrbA	0.758169935	-0.399406848	1	0
P0AAC0	Universal stress protein E OS=Escherichia coli (strain K12) OX=83333 GN=uspE PE=1 SV=2	uspE	0.758823529	-0.398163681	0.412439138	0.384640129
P0AGF2	Sulfur acceptor protein CsdE OS=Escherichia coli (strain K12) OX=83333 GN=csdE PE=1 SV=1	csdE	0.758823529	-0.398163681	1	0
P0A6I9	Dephospho-CoA kinase OS=Escherichia coli (strain K12) OX=83333 GN=coaE PE=1 SV=1	coaE	0.759477124	-0.396921584		#VALEUR!
P05704	Methyl-accepting chemotaxis protein III OS=Escherichia coli (strain K12) OX=83333 GN=trg PE=1 SV=3	trg	0.760130719	-0.395680556	1	0
P0AB55	Protein YciI OS=Escherichia coli (strain K12) OX=83333 GN=yciI PE=1 SV=1	yciI	0.760130719	-0.395680556	1	0
P0AFD4	NADH-quinone oxidoreductase subunit H OS=Escherichia coli (strain K12) OX=83333 GN=nuoH PE=1 SV=1	nuoH	0.760130719	-0.395680556	1	0
P67430	HTH-type transcriptional repressor NemR OS=Escherichia coli (strain K12) OX=83333 GN=nemR PE=1 SV=1	nemR	0.760130719	-0.395680556	1	0
P0A9M2	Hypoxanthine phosphoribosyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=hpt PE=1 SV=1	hpt	0.760784314	-0.394440595	1	0
P26646	Probable acrylyl-CoA reductase AcuI OS=Escherichia coli (strain K12) OX=83333 GN=acuI PE=1 SV=1	"acuI; yhdH"	0.760784314	-0.394440595	1	0
P0A8I5	tRNA (guanine-N(7)-)-methyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=trmB PE=1 SV=1	trmI	0.760784314	-0.394440595	1	0
P0ACN4	HTH-type transcriptional repressor AllR OS=Escherichia coli (strain K12) OX=83333 GN=allR PE=1 SV=1	allR	0.760784314	-0.394440595	1	0
P0AEW4	3'.5'-cyclic adenosine monophosphate phosphodiesterase CpdA OS=Escherichia coli (strain K12) OX=83333 GN=cpdA PE=1 SV=1	cpdA	0.761437908	-0.393201698		#VALEUR!
P43671	Paraquat-inducible protein B OS=Escherichia coli (strain K12) OX=83333 GN=pqiB PE=1 SV=2	pqiB	0.762091503	-0.391963864	1	0
P0AEI4	Ribosomal protein S12 methylthiotransferase RimO OS=Escherichia coli (strain K12) OX=83333 GN=rimO PE=1 SV=1	rimO	0.762745098	-0.390727092	1	0
P0AFQ7	Uncharacterized metal-dependent hydrolase YcfH OS=Escherichia coli (strain K12) OX=83333 GN=ycfH PE=1 SV=1	ycfH	0.762745098	-0.390727092	0.714513754	0.145989407
P22524	Chromosome partition protein MukE OS=Escherichia coli (strain K12) OX=83333 GN=mukE PE=1 SV=5	mukE	0.762745098	-0.390727092	1	0
P0AG93	Protein translocase subunit SecF OS=Escherichia coli (strain K12) OX=83333 GN=secF PE=1 SV=1	secF	0.762745098	-0.390727092	1	0
P0ACX3	Putative monooxygenase YdhR OS=Escherichia coli (strain K12) OX=83333 GN=ydhR PE=1 SV=1	ydhR	0.762745098	-0.390727092	1	0
P0ACS9	HTH-type transcriptional regulator AcrR OS=Escherichia coli (strain K12) OX=83333 GN=acrR PE=1 SV=1	acrR	0.762745098	-0.390727092	1	0
P08179	Phosphoribosylglycinamide formyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=purN PE=1 SV=1	purN	0.762745098	-0.390727092	1	0
P0ACM9	Uncharacterized HTH-type transcriptional regulator YihL OS=Escherichia coli (strain K12) OX=83333 GN=yihL PE=4 SV=1	yihL	0.762745098	-0.390727092		#VALEUR!
P0DMC7	Transcriptional regulatory protein RcsB OS=Escherichia coli (strain K12) OX=83333 GN=rcsB PE=1 SV=1	"rcsB; AL524_RS11100"	0.763398693	-0.389491379	0.12376989	0.907384995
P37747	UDP-galactopyranose mutase OS=Escherichia coli (strain K12) OX=83333 GN=glf PE=1 SV=1	glf	0.763398693	-0.389491379	0.002140105	2.669564974
P0ABZ6	Chaperone SurA OS=Escherichia coli (strain K12) OX=83333 GN=surA PE=1 SV=1	surA	0.764052288	-0.388256723	1	0
P76007	K(+)/H(+) antiporter NhaP2 OS=Escherichia coli (strain K12) OX=83333 GN=cvrA PE=1 SV=2	cvrA	0.764052288	-0.388256723	0.009591526	2.018112279
P0A7C6	Peptidase E OS=Escherichia coli (strain K12) OX=83333 GN=pepE PE=1 SV=1	pepE	0.764052288	-0.388256723	1	0
P0ADU2	Probable quinol monooxygenase YgiN OS=Escherichia coli (strain K12) OX=83333 GN=ygiN PE=1 SV=1	ygiN	0.764052288	-0.388256723	1	0
P0ABI4	Magnesium transport protein CorA OS=Escherichia coli (strain K12) OX=83333 GN=corA PE=1 SV=1	corA	0.764052288	-0.388256723	1	0
P64423	Zinc transport protein ZntB OS=Escherichia coli (strain K12) OX=83333 GN=zntB PE=1 SV=1	ydaN	0.764052288	-0.388256723	1	0
P07012	Peptide chain release factor RF2 OS=Escherichia coli (strain K12) OX=83333 GN=prfB PE=1 SV=3	prfB	0.764705882	-0.387023123	0.151685334	0.819056407
P39173	Putative glucose-6-phosphate 1-epimerase OS=Escherichia coli (strain K12) OX=83333 GN=yeaD PE=1 SV=2	yeaD	0.764705882	-0.387023123	1	0
P27848	Pyridoxal phosphate phosphatase YigL OS=Escherichia coli (strain K12) OX=83333 GN=yigL PE=1 SV=4	yigL	0.764705882	-0.387023123	1	0
P0A873	tRNA (guanine-N(1)-)-methyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=trmD PE=1 SV=1	trmD	0.764705882	-0.387023123	1	0
P0A8D0	Transcriptional repressor NrdR OS=Escherichia coli (strain K12) OX=83333 GN=nrdR PE=1 SV=1	nrdR	0.764705882	-0.387023123	1	0
P77279	Probable iron export ATP-binding protein FetA OS=Escherichia coli (strain K12) OX=83333 GN=fetA PE=1 SV=1	"ybbL; fetA"	0.764705882	-0.387023123	1	0
P37595	Isoaspartyl peptidase OS=Escherichia coli (strain K12) OX=83333 GN=iaaA PE=1 SV=2	iaaA	0.764705882	-0.387023123	1	0
P75831	Macrolide export ATP-binding/permease protein MacB OS=Escherichia coli (strain K12) OX=83333 GN=macB PE=1 SV=1	macB	0.764705882	-0.387023123	1	0
P37349	Protein-lysine deacetylase OS=Escherichia coli (strain K12) OX=83333 GN=dhaM PE=1 SV=3	dhaM	0.765359477	-0.385790577	1	0
P07639	3-dehydroquinate synthase OS=Escherichia coli (strain K12) OX=83333 GN=aroB PE=1 SV=1	aroB	0.765359477	-0.385790577	1	0
P0A9J8	P-protein OS=Escherichia coli (strain K12) OX=83333 GN=pheA PE=1 SV=1	pheA	0.765359477	-0.385790577	0.606374044	0.217259397
P27127	Lipopolysaccharide 1.6-galactosyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=rfaB PE=3 SV=2	"rfaB; waaB"	0.765359477	-0.385790577	1	0
P0C0V0	Periplasmic serine endoprotease DegP OS=Escherichia coli (strain K12) OX=83333 GN=degP PE=1 SV=1	degP	0.766013072	-0.384559083	1	0
P0A7A2	Probable phosphoglycerate mutase GpmB OS=Escherichia coli (strain K12) OX=83333 GN=gpmB PE=3 SV=1	ytjC	0.766013072	-0.384559083	1	0
P0AA43	Ribosomal small subunit pseudouridine synthase A OS=Escherichia coli (strain K12) OX=83333 GN=rsuA PE=1 SV=1	rsuA	0.766013072	-0.384559083	1	0
P75691	Aldehyde reductase YahK OS=Escherichia coli (strain K12) OX=83333 GN=yahK PE=1 SV=1	yahK	0.766013072	-0.384559083	1	0
P65367	Uncharacterized protein YqcA OS=Escherichia coli (strain K12) OX=83333 GN=yqcA PE=3 SV=1	yqcA	0.766013072	-0.384559083	1	0
P77775	Epimerase family protein YfcH OS=Escherichia coli (strain K12) OX=83333 GN=yfcH PE=3 SV=1	yfcH	0.766013072	-0.384559083	0.696891137	0.156835059
P0A6C8	Acetylglutamate kinase OS=Escherichia coli (strain K12) OX=83333 GN=argB PE=1 SV=1	argB	0.766013072	-0.384559083		#VALEUR!
P0A6Z3	Chaperone protein HtpG OS=Escherichia coli (strain K12) OX=83333 GN=htpG PE=1 SV=1	htpG	0.766666667	-0.38332864	1	0
P25522	tRNA modification GTPase MnmE OS=Escherichia coli (strain K12) OX=83333 GN=mnmE PE=1 SV=3	mnmE	0.766666667	-0.38332864	1	0
P76172	Uncharacterized protein YnfD OS=Escherichia coli (strain K12) OX=83333 GN=ynfD PE=1 SV=2	ynfD	#VALEUR!	#VALEUR!		#VALEUR!
P0A972	Cold shock-like protein CspE OS=Escherichia coli (strain K12) OX=83333 GN=cspE PE=1 SV=2	"CFNIH1_RS13110; cspE"	0.766666667	-0.38332864	1	0
P0A887	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE OS=Escherichia coli (strain K12) OX=83333 GN=ubiE PE=1 SV=1	ubiE	0.766666667	-0.38332864	1	0
P0A6X7	Integration host factor subunit alpha OS=Escherichia coli (strain K12) OX=83333 GN=ihfA PE=1 SV=1	"ihfA; AL524_RS16385"	0.766666667	-0.38332864	1	0
P76027	Oligopeptide transport ATP-binding protein OppD OS=Escherichia coli (strain K12) OX=83333 GN=oppD PE=1 SV=2	oppD	0.766666667	-0.38332864	1	0
P0ACZ4	DNA-binding transcriptional activator EvgA OS=Escherichia coli (strain K12) OX=83333 GN=evgA PE=1 SV=1	evgA	0.766666667	-0.38332864	1	0
P0ACJ0	Leucine-responsive regulatory protein OS=Escherichia coli (strain K12) OX=83333 GN=lrp PE=1 SV=2	"lrp; ENT638_RS07390"	0.766666667	-0.38332864	1	0
P77395	Uncharacterized protein YbbN OS=Escherichia coli (strain K12) OX=83333 GN=ybbN PE=1 SV=2	ybbN	0.767320261	-0.382099244	1	0
P16700	Thiosulfate-binding protein OS=Escherichia coli (strain K12) OX=83333 GN=cysP PE=1 SV=1	cysP	0.767320261	-0.382099244	1	0
P60560	GMP reductase OS=Escherichia coli (strain K12) OX=83333 GN=guaC PE=1 SV=1	guaC	0.767320261	-0.382099244	1	0
P22188	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2.6-diaminopimelate ligase OS=Escherichia coli (strain K12) OX=83333 GN=murE PE=1 SV=2	murE	0.767320261	-0.382099244	1	0
P63284-2	Isoform ClpB-3 of Chaperone protein ClpB OS=Escherichia coli (strain K12) OX=83333 GN=clpB	clpB	0.767973856	-0.380870896	1	0
P0A9G8	Transcriptional regulator ModE OS=Escherichia coli (strain K12) OX=83333 GN=modE PE=1 SV=1	modE	0.767973856	-0.380870896	1	0
P0A6B4	Alanine racemase. biosynthetic OS=Escherichia coli (strain K12) OX=83333 GN=alr PE=1 SV=1	alr	0.768627451	-0.379643593	1	0
P45771	Uncharacterized protein YrdD OS=Escherichia coli (strain K12) OX=83333 GN=yrdD PE=4 SV=2	yrdD	0.768627451	-0.379643593	1	0
P08997	Malate synthase A OS=Escherichia coli (strain K12) OX=83333 GN=aceB PE=1 SV=1	aceB	0.769281046	-0.378417333	0.224662107	0.648470173
P76177	Protein YdgH OS=Escherichia coli (strain K12) OX=83333 GN=ydgH PE=1 SV=1	ydgH	0.769281046	-0.378417333	1	0
P0C8K0	D-tagatose-1.6-bisphosphate aldolase subunit KbaZ OS=Escherichia coli (strain K12) OX=83333 GN=kbaZ PE=1 SV=1	kbaZ	#VALEUR!	#VALEUR!		#VALEUR!
P0ABU5	Glyoxalase ElbB OS=Escherichia coli (strain K12) OX=83333 GN=elbB PE=1 SV=1	elbB	0.769281046	-0.378417333	1	0
P75867	Putative Lon protease homolog OS=Escherichia coli (strain K12) OX=83333 GN=ycbZ PE=3 SV=1	ycbZ	0.769281046	-0.378417333	0.043947356	1.357067248
P0A8I8	Ribosomal RNA large subunit methyltransferase H OS=Escherichia coli (strain K12) OX=83333 GN=rlmH PE=1 SV=1	rlmH	0.769281046	-0.378417333	1	0
P27238	Uncharacterized protein YfeD OS=Escherichia coli (strain K12) OX=83333 GN=yfeD PE=4 SV=3	yfeD	0.769281046	-0.378417333	1	0
P0A7J7	50S ribosomal protein L11 OS=Escherichia coli (strain K12) OX=83333 GN=rplK PE=1 SV=2	rplK	0.769934641	-0.377192114	1	0
P08390	USG-1 protein OS=Escherichia coli (strain K12) OX=83333 GN=usg PE=1 SV=1	usg	0.769934641	-0.377192114	1	0
P31142	3-mercaptopyruvate sulfurtransferase OS=Escherichia coli (strain K12) OX=83333 GN=sseA PE=1 SV=3	sseA	0.769934641	-0.377192114	1	0
P77717	Uncharacterized lipoprotein YbaY OS=Escherichia coli (strain K12) OX=83333 GN=ybaY PE=1 SV=1	ybaY	0.769934641	-0.377192114	1	0
P03817	Protein MioC OS=Escherichia coli (strain K12) OX=83333 GN=mioC PE=1 SV=4	"D616_p55002; mioC"	0.769934641	-0.377192114	1	0
P0AF50	Uncharacterized protein YjbR OS=Escherichia coli (strain K12) OX=83333 GN=yjbR PE=1 SV=1	yjbR	0.769934641	-0.377192114	0.220878096	0.655847351
P69931	DnaA regulatory inactivator Hda OS=Escherichia coli (strain K12) OX=83333 GN=hda PE=1 SV=2	hda	0.769934641	-0.377192114	1	0
P31120	Phosphoglucosamine mutase OS=Escherichia coli (strain K12) OX=83333 GN=glmM PE=1 SV=3	glmM	0.770588235	-0.375967935	1	0
P0A993	Fructose-1.6-bisphosphatase class 1 OS=Escherichia coli (strain K12) OX=83333 GN=fbp PE=1 SV=1	fbp	0.770588235	-0.375967935	0.070654534	1.150859961
P0A9V1	Lipopolysaccharide export system ATP-binding protein LptB OS=Escherichia coli (strain K12) OX=83333 GN=lptB PE=1 SV=2	lptB	0.770588235	-0.375967935	1	0
P0AD57	Octaprenyl diphosphate synthase OS=Escherichia coli (strain K12) OX=83333 GN=ispB PE=1 SV=1	ispB	0.770588235	-0.375967935	1	0
P63417	Uncharacterized N-acetyltransferase YhbS OS=Escherichia coli (strain K12) OX=83333 GN=yhbS PE=3 SV=1	yhbS	0.77124183	-0.374744793	1	0
P0C960	Endo-type membrane-bound lytic murein transglycosylase A OS=Escherichia coli (strain K12) OX=83333 GN=emtA PE=1 SV=1	emtA	0.771895425	-0.373522688		#VALEUR!
P0AEX5	Probable phosphoribulokinase OS=Escherichia coli (strain K12) OX=83333 GN=prkB PE=3 SV=1	prkB	0.771895425	-0.373522688		#VALEUR!
P23869	Peptidyl-prolyl cis-trans isomerase B OS=Escherichia coli (strain K12) OX=83333 GN=ppiB PE=1 SV=2	ppiB	0.77254902	-0.372301617	1	0
P05523	Formamidopyrimidine-DNA glycosylase OS=Escherichia coli (strain K12) OX=83333 GN=mutM PE=1 SV=3	mutM	0.77254902	-0.372301617	1	0
P30177	Uncharacterized protein YbiB OS=Escherichia coli (strain K12) OX=83333 GN=ybiB PE=1 SV=1	ybiB	0.773202614	-0.371081579	1	0
P64581	Uncharacterized protein YqjD OS=Escherichia coli (strain K12) OX=83333 GN=yqjD PE=1 SV=1	yqjD	0.773202614	-0.371081579	1	0
P33221	Formate-dependent phosphoribosylglycinamide formyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=purT PE=1 SV=3	purT	0.773202614	-0.371081579	1	0
P21369	Nicotinamidase OS=Escherichia coli (strain K12) OX=83333 GN=pncA PE=1 SV=1	pncA	0.773202614	-0.371081579	1	0
P76227	Uncharacterized protein YnjH OS=Escherichia coli (strain K12) OX=83333 GN=ynjH PE=3 SV=1	ynjH	0.773202614	-0.371081579	1	0
P23538	Phosphoenolpyruvate synthase OS=Escherichia coli (strain K12) OX=83333 GN=ppsA PE=1 SV=5	ppsA	0.773856209	-0.369862572	1	0
P76008	Murein tetrapeptide carboxypeptidase OS=Escherichia coli (strain K12) OX=83333 GN=ldcA PE=1 SV=1	ldcA	0.773856209	-0.369862572	1	0
P0A6Z1	Chaperone protein HscA OS=Escherichia coli (strain K12) OX=83333 GN=hscA PE=1 SV=1	hscA	0.774509804	-0.368644594	1	0
P0AEZ3	Septum site-determining protein MinD OS=Escherichia coli (strain K12) OX=83333 GN=minD PE=1 SV=2	minD	0.774509804	-0.368644594	1	0
P06999	ATP-dependent 6-phosphofructokinase isozyme 2 OS=Escherichia coli (strain K12) OX=83333 GN=pfkB PE=1 SV=2	pfkB	0.774509804	-0.368644594	1	0
P69428	Sec-independent protein translocase protein TatA OS=Escherichia coli (strain K12) OX=83333 GN=tatA PE=1 SV=1	tatA	0.774509804	-0.368644594	0.203923533	0.690532654
P0AD10	Uncharacterized protein YecJ OS=Escherichia coli (strain K12) OX=83333 GN=yecJ PE=4 SV=1	yecJ	0.774509804	-0.368644594	1	0
P26648	Cell division protein FtsP OS=Escherichia coli (strain K12) OX=83333 GN=ftsP PE=1 SV=2	ftsP	0.774509804	-0.368644594	1	0
P61714	6.7-dimethyl-8-ribityllumazine synthase OS=Escherichia coli (strain K12) OX=83333 GN=ribE PE=1 SV=1	"ribE; AL524_RS21055"	0.775163399	-0.367427643	1	0
P37749	Beta-1.6-galactofuranosyltransferase WbbI OS=Escherichia coli (strain K12) OX=83333 GN=wbbI PE=1 SV=1	wbbI	0.775163399	-0.367427643	0.410422939	0.386768375
P0A7I0	Peptide chain release factor RF1 OS=Escherichia coli (strain K12) OX=83333 GN=prfA PE=1 SV=1	prfA	0.775163399	-0.367427643	1	0
P27829	UDP-N-acetyl-D-mannosamine dehydrogenase OS=Escherichia coli (strain K12) OX=83333 GN=wecC PE=1 SV=4	"rffD; wecC"	0.775163399	-0.367427643	1	0
P0A6H5	ATP-dependent protease ATPase subunit HslU OS=Escherichia coli (strain K12) OX=83333 GN=hslU PE=1 SV=1	hslU	0.776470588	-0.364996817	1	0
P06983	Porphobilinogen deaminase OS=Escherichia coli (strain K12) OX=83333 GN=hemC PE=1 SV=2	hemC	0.776470588	-0.364996817	1	0
P0AEY5	Modulator of drug activity B OS=Escherichia coli (strain K12) OX=83333 GN=mdaB PE=1 SV=1	mdaB	0.776470588	-0.364996817	1	0
P25906	Pyridoxine 4-dehydrogenase OS=Escherichia coli (strain K12) OX=83333 GN=pdxI PE=1 SV=1	ydbC	0.776470588	-0.364996817	1	0
P0AAN9	Anti-adapter protein IraP OS=Escherichia coli (strain K12) OX=83333 GN=iraP PE=1 SV=1	iraP	0.776470588	-0.364996817		#VALEUR!
P0AB89	Adenylosuccinate lyase OS=Escherichia coli (strain K12) OX=83333 GN=purB PE=1 SV=1	purB	0.777124183	-0.363782938	0.122850213	0.910624088
P08373	UDP-N-acetylenolpyruvoylglucosamine reductase OS=Escherichia coli (strain K12) OX=83333 GN=murB PE=1 SV=1	murB	0.777124183	-0.363782938	1	0
P0AB26	Uncharacterized lipoprotein YceB OS=Escherichia coli (strain K12) OX=83333 GN=yceB PE=1 SV=1	yceB	0.777124183	-0.363782938	1	0
P0A8C4	UPF0149 protein YgfB OS=Escherichia coli (strain K12) OX=83333 GN=ygfB PE=3 SV=1	ygfB	0.777124183	-0.363782938	1	0
P77434	Glutamate-pyruvate aminotransferase AlaC OS=Escherichia coli (strain K12) OX=83333 GN=alaC PE=1 SV=1	alaC	0.777124183	-0.363782938	1	0
P0AFU4	Transcriptional regulatory protein GlrR OS=Escherichia coli (strain K12) OX=83333 GN=glrR PE=1 SV=1	glrR	0.777124183	-0.363782938	1	0
P60757	ATP phosphoribosyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=hisG PE=1 SV=1	hisG	0.777777778	-0.362570079	0.231366021	0.635700423
P0ADV1	Lipopolysaccharide export system protein LptA OS=Escherichia coli (strain K12) OX=83333 GN=lptA PE=1 SV=1	lptA	0.777777778	-0.362570079	0.472216292	0.325859033
P27300	Tetraacyldisaccharide 4'-kinase OS=Escherichia coli (strain K12) OX=83333 GN=lpxK PE=1 SV=2	lpxK	0.777777778	-0.362570079	1	0
P09549	Cell division protein DedD OS=Escherichia coli (strain K12) OX=83333 GN=dedD PE=3 SV=2	dedD	0.778431373	-0.36135824	1	0
Q46863	Probable deoxycholate-binding periplasmic protein YgiS OS=Escherichia coli (strain K12) OX=83333 GN=ygiS PE=1 SV=1	ygiS	0.778431373	-0.36135824	1	0
P0ADM8	Uncharacterized protein YieE OS=Escherichia coli (strain K12) OX=83333 GN=yieE PE=4 SV=2	yieE	0.778431373	-0.36135824	1	0
P0AC02	Outer membrane protein assembly factor BamD OS=Escherichia coli (strain K12) OX=83333 GN=bamD PE=1 SV=1	bamD	0.779084967	-0.360147417	1	0
P23882	Methionyl-tRNA formyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=fmt PE=1 SV=4	fmt	0.779084967	-0.360147417	1	0
P42641	GTPase ObgE/CgtA OS=Escherichia coli (strain K12) OX=83333 GN=obgE PE=1 SV=1	obgE	0.779084967	-0.360147417	0.32382627	0.489687922
P0A7D7	Phosphoribosylaminoimidazole-succinocarboxamide synthase OS=Escherichia coli (strain K12) OX=83333 GN=purC PE=1 SV=1	purC	0.779084967	-0.360147417	1	0
P08244	Orotidine 5'-phosphate decarboxylase OS=Escherichia coli (strain K12) OX=83333 GN=pyrF PE=1 SV=1	pyrF	0.779084967	-0.360147417	1	0
P31433	AsmA family protein YicH OS=Escherichia coli (strain K12) OX=83333 GN=yicH PE=3 SV=2	yicH	0.779084967	-0.360147417	1	0
P0ACI6	Regulatory protein AsnC OS=Escherichia coli (strain K12) OX=83333 GN=asnC PE=1 SV=1	"D616_p55003; asnC"	0.779084967	-0.360147417	1	0
P0AGJ9	Tyrosine--tRNA ligase OS=Escherichia coli (strain K12) OX=83333 GN=tyrS PE=1 SV=2	tyrS	0.779738562	-0.35893761	0.122850213	0.910624088
P0A805	Ribosome-recycling factor OS=Escherichia coli (strain K12) OX=83333 GN=frr PE=1 SV=1	frr	0.779738562	-0.35893761	1	0
P37745	dTDP-4-dehydrorhamnose 3.5-epimerase OS=Escherichia coli (strain K12) OX=83333 GN=rfbC PE=1 SV=1	rfbC	0.779738562	-0.35893761	1	0
P64596	Uncharacterized protein YraP OS=Escherichia coli (strain K12) OX=83333 GN=yraP PE=3 SV=1	yraP	0.779738562	-0.35893761	0.446958484	0.349732815
P0ABE2	DNA-binding transcriptional regulator BolA OS=Escherichia coli (strain K12) OX=83333 GN=bolA PE=1 SV=1	bolA	0.779738562	-0.35893761	1	0
P0AB38	Penicillin-binding protein activator LpoB OS=Escherichia coli (strain K12) OX=83333 GN=lpoB PE=1 SV=1	lpoB	0.779738562	-0.35893761	1	0
P0ADM4	Uncharacterized protein YidQ OS=Escherichia coli (strain K12) OX=83333 GN=yidQ PE=3 SV=1	yidQ	0.779738562	-0.35893761	1	0
P0A7E5	CTP synthase OS=Escherichia coli (strain K12) OX=83333 GN=pyrG PE=1 SV=2	pyrG	0.780392157	-0.357728816	0.591749179	0.227862336
P45748	Threonylcarbamoyl-AMP synthase OS=Escherichia coli (strain K12) OX=83333 GN=tsaC PE=1 SV=2	"rimN; tsaC"	0.780392157	-0.357728816	1	0
P67660	Probable HTH-type transcriptional regulator YhaJ OS=Escherichia coli (strain K12) OX=83333 GN=yhaJ PE=3 SV=1	yhaJ	0.780392157	-0.357728816	1	0
P0AEH5	Protein ElaB OS=Escherichia coli (strain K12) OX=83333 GN=elaB PE=1 SV=1	elaB	0.780392157	-0.357728816	1	0
P31697	Chaperone protein FimC OS=Escherichia coli (strain K12) OX=83333 GN=fimC PE=1 SV=3	fimC	0.781699346	-0.355314263	1	0
P0ADY1	Peptidyl-prolyl cis-trans isomerase D OS=Escherichia coli (strain K12) OX=83333 GN=ppiD PE=1 SV=1	ppiD	0.782352941	-0.354108501	0.096422825	1.015820148
P32695	tRNA-dihydrouridine(20/20a) synthase OS=Escherichia coli (strain K12) OX=83333 GN=dusA PE=1 SV=4	dusA	0.782352941	-0.354108501	0.066612342	1.176445294
P21151	3-ketoacyl-CoA thiolase FadA OS=Escherichia coli (strain K12) OX=83333 GN=fadA PE=1 SV=3	fadA	0.782352941	-0.354108501	1	0
P0A8B2	UPF0115 protein YfcN OS=Escherichia coli (strain K12) OX=83333 GN=yfcN PE=3 SV=1	smrB	0.782352941	-0.354108501	1	0
P0AEB2	D-alanyl-D-alanine carboxypeptidase DacA OS=Escherichia coli (strain K12) OX=83333 GN=dacA PE=1 SV=1	dacA	0.783006536	-0.352903745	1	0
P24171	Dipeptidyl carboxypeptidase OS=Escherichia coli (strain K12) OX=83333 GN=dcp PE=1 SV=4	dcp	0.783006536	-0.352903745	1	0
P0AB10	Uncharacterized lipoprotein YmbA OS=Escherichia coli (strain K12) OX=83333 GN=ymbA PE=3 SV=2	"ymbA; pqiC"	0.783006536	-0.352903745	1	0
P0C0R7	Ribosomal RNA large subunit methyltransferase E OS=Escherichia coli (strain K12) OX=83333 GN=rlmE PE=1 SV=1	rlmE	0.783006536	-0.352903745	1	0
P75817	23S rRNA (uracil(747)-C(5))-methyltransferase RlmC OS=Escherichia coli (strain K12) OX=83333 GN=rlmC PE=1 SV=1	"rlmC; rlmD"	0.783006536	-0.352903745		#VALEUR!
